Series Name,Series Code,Country Name,Country Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,China,CHN,341.8354939,331.3024417,351.5582785,386.173258,409.9834025,436.5917871,453.0727065,486.894421,531.391311,604.3540274,676.2799751,725.8293627,797.341143,872.6593536,895.5305264,917.2706618,989.5485405,1117.273295,1258.349461,1406.858457,1545.194294,1681.627435,1819.097893,1944.437197,2076.818129,2237.442985,2405.893967,2610.729603,2857.037354,3127.862765,3465.817344,3883.354129,4409.757008,4811.474718,5237.766665,5764.86535,6275.909564,6723.194438,7198.068765,7686.57793,8175.332851,8679.377045,9221.514038,9798.652852,10356.48042,10573.64201,11469.57071,11830.59837,12484.15788,13121.67699
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Colombia,COL,2843.731018,2914.011966,2968.662581,3148.238868,3244.086517,3300.511702,3298.732189,3253.880469,3228.355931,3260.284592,3289.712097,3410.159653,3520.16262,3588.969636,3636.075692,3714.184993,3713.177275,3787.594292,3912.659084,4059.321461,4189.727709,4198.691263,4265.693519,4213.828005,3967.113399,4016.809517,4020.507898,4058.284936,4154.175285,4311.915913,4457.275375,4694.034429,4947.252608,5048.571872,5046.971218,5214.245476,5517.101109,5675.75618,5910.805923,6121.83982,6248.514905,6316.070678,6309.677453,6353.546429,6439.963598,5891.955232,6457.169218,6856.725905,6828.597538,6873.423024
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Comoros,COM,..,..,..,..,..,1005.656208,1015.474968,1050.782383,1071.169811,1084.474098,1078.595811,1068.5664,1056.63981,1056.093691,995.5553175,1019.195597,941.0061984,1000.298249,1011.728272,941.5258367,958.7261996,930.1860162,951.1514665,946.9025974,948.0773671,1030.939476,1033.51343,1035.398721,1037.005107,1037.062579,1044.94497,1051.185919,1038.686539,1058.622821,1105.098381,1135.359079,1178.420494,1227.838342,1309.475798,1331.212278,1329.370481,1338.590465,1385.614176,1413.981886,1437.371355,1465.897826,1476.386883,1488.856135,1505.254192,1527.098908
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Congo, Dem. Rep.",COD,1262.224974,1164.709314,1144.264826,1050.007422,1018.101628,1008.339358,1002.415377,968.3318309,951.3585514,971.0713748,943.7938426,957.671957,952.7710829,927.077248,886.8607205,801.5670151,710.0320874,614.3695369,512.9548573,470.1617346,454.2006313,440.9940591,409.5880644,392.1360038,362.9937939,327.2401425,310.3802674,309.9117854,317.7781214,329.3490637,338.9809808,346.1796975,356.8868051,367.8437476,366.8302265,380.5780383,393.6161736,407.6710769,427.4585204,452.3396505,467.9145805,462.4721474,462.4829209,473.2940774,478.6324263,471.5044233,484.78465,511.2992673,537.5079953,555.0972013
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Congo, Rep.",COG,1711.437547,1685.482309,1498.318024,1556.667172,1670.779661,1921.968618,2211.316742,2674.951092,2773.626638,2894.099735,2776.764285,2511.48682,2443.790199,2415.940916,2408.141599,2363.767018,2352.527541,2346.679138,2255.943608,2069.796405,2092.543379,2122.628193,2064.753604,2095.344036,1986.847892,2057.01922,2056.165059,2100.168767,2058.886837,2058.884029,2140.036862,2226.023355,2004.10104,2061.558299,2211.315724,2332.285081,2307.493844,2467.061029,2390.657549,2488.681185,2439.351894,2174.193103,2003.271211,1909.956038,1885.510809,1725.5104,1701.790605,1686.002344,1677.085492,1679.580561
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Costa Rica,CRI,5496.157617,5650.75234,5994.142454,6202.51127,6335.45848,6211.829891,5908.217224,5329.871854,5333.852102,5605.375749,5492.83543,5641.943909,5756.519068,5802.828915,5979.074106,6037.051117,6018.682837,6408.205315,6693.490832,6826.322734,6940.837021,6871.60941,7085.988343,7430.172411,7584.42137,7726.519857,7854.233958,7989.559261,8207.457468,8445.529149,8655.339654,9160.294375,9779.511494,10104.9092,9883.67567,10285.08567,10612.46949,11001.51929,11151.14379,11422.67358,11714.7106,12084.43513,12468.56545,12679.52536,12877.6501,12242.20989,13146.69279,13686.16141,14318.83897,14866.58237
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cote d'Ivoire,CIV,2551.297064,2765.867721,2861.158768,3055.940305,3010.660748,2576.916601,2562.425919,2466.303638,2276.867,2128.641905,2138.060112,2123.074601,2035.62091,1981.388775,1962.4217,1866.07857,1794.120626,1719.712613,1649.470362,1598.692391,1647.087771,1706.9765,1801.131631,1808.42289,1770.865404,1717.953857,1636.573187,1551.279259,1441.588018,1451.865471,1431.733202,1437.774538,1420.173896,1454.627318,1473.91837,1540.529273,1426.464639,1503.43433,1632.327128,1742.53693,1814.718551,1889.277779,1972.814318,2013.323076,2093.099943,2055.08484,2146.476353,2227.098452,2312.13337,2390.747106
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9753.604878,7841.713003,7094.46748,6490.139794,6794.985074,7304.458529,7857.722621,8383.182778,8577.212514,8541.239418,8879.96498,9515.409056,10061.69431,10618.94331,11058.71845,11522.39501,12105.05376,12719.00328,12970.92911,12099.79713,11965.48548,11995.13253,11780.53301,11839.24582,11863.8584,12285.30326,12849.3464,13485.88167,14060.71895,14641.22988,13544.97151,15394.47073,16616.39154,17147.16602,17770.86866
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cuba,CUB,3174.549765,3314.86184,3574.737354,3785.596853,3806.654422,3606.743901,4297.337305,4650.666056,4863.893643,5206.71097,5246.135302,5206.529667,5036.672201,5174.621206,5160.026813,4961.457389,4395.454935,3861.874374,3270.550476,3280.384533,3348.887632,3599.324986,3687.425304,3680.98418,3895.546433,4112.261684,4229.903094,4277.395656,4426.965996,4670.188021,5182.352836,5799.411637,6215.766037,6469.085078,6561.253051,6716.490485,6902.163976,7109.248342,7307.820044,7392.483246,7727.919972,7774.069846,7927.277693,8120.431236,8124.752821,7252.316722,7379.014004,7552.331522,7433.428854,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21523.6459,22171.06555,22231.87931,21840.89132,21512.1116,21112.32192,20913.66304,21011.15706,21202.43051,20952.89985,20706.43746,20518.09861,20277.51119,19921.47706,19529.52867,19361.813,18953.05374,18651.47981,18355.17671,17980.52993,14901.24368,15787.33768,17307.71946,17363.13437,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cyprus,CYP,6173.318359,7484.832031,8708.450195,9350.990234,10197.66211,10667.83887,10756.25684,11269.81543,11801.19238,12669.49512,13127.52734,13458.52637,14253.55762,15322.68652,16306.32813,17144.46875,16829.91211,17928.54102,17623.28516,18281.02148,19453.8457,19385.28711,19617.18555,20562.29688,21349.75,22383.96484,23019.25,23604.18945,23930.7832,24799.64844,25631.36719,26395.50391,27156.81836,27449.22656,26183.68555,26090.04883,25538.78125,24285.49609,22738.49023,22581.82813,23487.22852,24916.63281,26105.58594,27406.47656,28625.7793,27391.5918,30228.03516,31967.54102,32340.8418,32998.67188
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11900.58446,10543.6196,10479.49187,10475.08491,10775.94439,11453.38002,11944.71715,11886.34809,11850.83962,12026.46881,12543.93643,12958.46676,13179.98781,13618.93496,14259.63343,15147.72144,16107.30425,16892.54285,17190.64703,16272.80848,16665.93178,16926.28467,16772.35392,16759.78086,17118.04256,17931.59877,18359.09781,19257.69307,19736.62953,20360.05992,19233.14695,20373.8783,20627.34865,20251.74855,20444.54307
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Denmark,DNK,28112.97095,29723.09111,30218.96004,30853.37201,32025.19135,31745.91679,31519.63581,32770.48672,33663.58647,35142.76746,36587.44529,38268.06839,38396.56707,38482.66636,38727.71838,39306.79392,39776.59618,40447.23283,40280.89359,42270.65209,43328.52934,44331.61996,45546.58962,46437.19211,47657.17319,49266.98828,49557.151,49624.59654,49708.09091,50956.30454,52015.18412,53823.15903,54113.97715,53572.53466,50635.91181,51209.44928,51667.53132,51470.68985,51970.39093,52368.3626,53094.01336,54300.20396,55601.01457,56355.07331,57114.62273,55934.55559,59803.92022,60248.67122,61295.98186,63229.94797
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2140.137694,2253.140822,2376.125547,2502.851814,2596.451347,2677.165033,2781.943501,2773.406618,2854.15987,2959.78673,3134.300766,3276.078678
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominica,DMA,..,..,3222.034456,3545.926455,2885.595198,3266.228427,3624.750097,3789.84214,3904.070876,4085.355494,4161.42449,4476.868284,4784.914304,5189.254754,5212.928461,5536.879017,5638.307099,5750.325597,5865.47624,5863.782838,6042.201775,6235.059373,6381.539873,6639.15946,6687.239967,6879.597461,6897.656741,6676.972715,7047.661896,7323.853001,7381.747285,7698.537015,8106.189519,8682.573782,8582.714814,8574.273087,8553.838467,8532.343881,8459.658699,8576.263676,8282.598747,8499.522919,7985.63411,8261.164926,8624.51696,7302.94455,7738.317301,8590.922091,8946.988226,9172.710496
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,2406.522883,2502.184128,2560.102643,2549.465625,2599.289479,2738.159685,2787.515166,2769.430266,2831.543739,2802.38052,2682.599975,2717.575298,2929.525962,2930.167083,2995.08175,2772.770656,2741.939081,2989.606302,3147.670603,3167.944941,3286.361492,3419.506004,3659.50819,3840.871803,4004.198768,4123.105732,4158.984303,4280.801824,4162.666861,4212.010441,4549.24957,4904.717158,5204.785007,5308.92665,5294.649534,5666.456334,5773.574035,5860.298933,6075.034,6430.278111,6800.953094,7177.753765,7379.399781,7818.705932,8117.046392,7395.873426,8344.905103,8698.135921,8809.963354,9168.294747
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ecuador,ECU,3595.345136,3754.409214,3710.30598,3815.912353,3852.478421,3889.178172,3999.221987,3918.960981,3804.532819,3803.57699,3852.891055,3888.315072,3785.72228,3916.010152,3866.167477,3919.717581,4000.568198,4000.031462,3996.993775,4087.34069,4100.687353,4093.841545,4192.855232,4252.043486,3979.192936,3953.398797,4049.000189,4174.897936,4220.212985,4430.23718,4589.328492,4706.980568,4715.303598,4939.90215,4909.336817,5022.203744,5359.457246,5579.856243,5893.321727,6055.041728,5976.159681,5849.135879,6104.272535,6063.095618,5971.389384,5355.689342,5815.094774,6107.49495,6174.818228,5999.393911
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,1048.969512,1160.791937,1235.697101,1309.776151,1335.531521,1431.401082,1495.854831,1599.400832,1632.382014,1738.325773,1785.07843,1817.076257,1835.113426,1882.267978,1921.856304,1972.137893,1940.100194,1979.020101,1989.9792,2024.953738,2074.839911,2133.648042,2204.665759,2277.285048,2361.864251,2458.60835,2492.034412,2498.481212,2524.804772,2574.423418,2635.703052,2761.624108,2902.065598,3052.212978,3135.096613,3233.845212,3222.376501,3220.991942,3216.37839,3235.662462,3306.981594,3381.222463,3452.909612,3568.639663,3701.244635,3770.869479,3837.319923,4029.782955,4111.311848,4137.609292
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,El Salvador,SLV,3189.065641,3278.588613,3426.856162,3532.987515,3320.112202,2757.388124,2582.451566,2392.383901,2385.396413,2371.584934,2339.011554,2297.535007,2309.064591,2305.621794,2282.537162,2348.204602,2341.933823,2465.759891,2574.951346,2670.212785,2773.32529,2775.04629,2842.884874,2900.320643,2946.433024,2964.893469,2978.597348,3016.063077,3057.164676,3081.236297,3163.361184,3302.348174,3359.162302,3420.449274,3337.811509,3398.493461,3514.069144,3601.442229,3665.154733,3713.94992,3790.340891,3875.846914,3954.840143,4046.162917,4143.114371,3808.531954,4247.547504,4355.960839,4489.177877,4585.225998
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,..,..,..,..,..,457.6088575,460.6949032,443.1267799,436.5718159,415.0306611,443.4956764,412.6313125,412.7902219,407.2413602,387.1282919,366.3144047,349.3528823,453.6378139,485.3922317,545.5954709,617.2948261,989.7772667,2380.321068,2833.331846,3423.121262,3839.086427,5882.850503,6604.005463,7082.654892,9208.605667,10212.45451,10521.99968,11594.91721,13048.07031,12627.86238,10984.32439,11203.90737,11650.71963,10731.64557,10363.48725,9068.910032,7971.834019,7259.109365,6578.900398,6018.120663,5575.262415,5487.924792,5524.243124,5118.219861,5041.940386
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,642.0722335,705.9884052,829.9150372,806.7029953,838.6605726,895.0337735,899.0829742,886.0536792,845.1324301,893.2687354,889.0091136,830.3796723,808.5914202,809.7947935,789.402432,789.0727017,693.3988742,702.4309365,703.8773744,751.3748998,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9341.225615,8637.205981,6934.170666,6706.560001,6738.999144,7170.946077,7637.257083,8732.990857,9199.935341,9133.895934,10006.76963,10662.9455,11474.66227,12424.04415,13348.52845,14703.61797,16234.5152,17543.46618,16688.99777,14274.85111,14657.93981,15820.92234,16460.68435,16809.53267,17413.68676,17722.15577,18264.98733,19270.81412,19914.34549,20579.87567,19946.9457,21351.39548,21080.65314,20123.4227,20046.02988
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eswatini,SWZ,1246.409989,1183.493321,1157.791922,1135.137877,1132.379893,1231.851171,1366.045475,1336.885466,1309.216501,1345.327234,1346.099003,1452.498399,1601.283765,1629.701758,1756.648001,2041.481645,1995.618599,1983.08126,1985.942781,2033.841088,2133.698587,2172.233247,2202.268924,2230.768148,2271.799779,2288.185908,2291.091077,2372.533991,2447.821577,2521.261976,2657.985449,2803.191343,2910.697,2914.874299,2941.575758,3035.32778,3086.372155,3235.478908,3342.186958,3371.354273,3420.753571,3559.850991,3584.618026,3560.814491,3742.384159,3596.064161,3676.849023,3680.423268,3771.338198,3832.568342
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,296.4144269,289.454157,291.6702356,294.6225547,287.0897805,303.8479909,309.296011,300.2459371,316.0202525,299.1342956,258.4165254,275.1281176,302.7650637,292.6370213,280.5929684,277.7688875,247.0093358,216.2925355,236.2667154,235.462375,241.5263011,262.7247189,262.4113393,245.5044767,250.2357713,257.4126988,270.4514354,266.3166145,252.8066748,278.6481057,302.4750227,325.5433921,352.3607031,379.2383104,401.0687299,438.7866165,474.1590343,500.9193553,539.0724518,578.6329229,621.8456738,662.3272959,706.1642274,734.2277266,774.5121697,799.4755953,822.3058811,843.6480053,876.1685289,916.2941368
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44623.03159,42378.21653,42333.52157,43946.25174,47303.86559,50120.75309,52644.7899,52635.03755,52757.39604,53831.0295,54433.59315,56028.41735,54299.59342,56495.29919,57829.49056,58711.47487,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Fiji,FJI,3268.684337,3302.902925,3426.106012,3408.493895,3735.041976,3588.633903,3725.859255,3420.17356,3206.539957,3392.644014,3159.91257,3333.211879,3066.128408,3062.153065,3257.204357,3414.950532,3295.726857,3471.431437,3522.842281,3682.000138,3755.268336,3910.829635,3785.466849,3787.487022,4073.377087,3960.889031,3998.797292,4086.104341,4087.724491,4264.597238,4255.450974,4295.406797,4223.448006,4240.772657,4164.293148,4272.359151,4375.580854,4427.978445,4630.351265,4883.243004,5097.531069,5218.858234,5500.678402,5720.214472,5701.104353,4729.381311,4489.960608,5362.786808,5736.828864,5926.741071
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Finland,FIN,20784.68836,20793.49107,20785.06849,21330.59877,22791.42362,23945.06037,24150.57824,24756.93892,25373.6804,26052.78673,26862.79921,27513.38865,28412.44979,29811.95094,31214.67502,31291.52226,29290.9774,28162.35123,27807.86147,28785.91957,29890.52433,30883.83472,32762.11791,34457.45559,35886.49491,37872.60203,38784.13081,39343.0699,40038.98397,41521.96287,42529.35069,44069.39588,46213.6899,46359.87328,42412.51335,43556.53858,44391.45357,43507.93454,42883.6385,42502.48802,42560.34568,43529.67616,44862.2204,45337.24096,45898.57084,44690.98011,45792.04542,46016.14921,45353.45305,44855.33046
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,France,FRA,19922.00195,20707.75472,21347.55584,22078.72282,22792.23595,23050.9256,23186.76127,23666.51218,23836.40189,24102.01762,24358.13827,24813.03026,25308.62092,26374.12218,27372.05348,27992.97515,28197.23595,28482.51947,28257.09625,28822.50065,29379.61584,29683.77861,30325.52287,31256.50738,32152.72075,33255.13796,33640.6738,33753.5783,33840.61757,34557.14711,34946.03725,35645.41624,36322.16851,36257.36589,35052.85108,35578.1968,36269.95615,36161.29183,36256.08668,36444.39491,36702.43237,36920.53428,37580.59793,38062.4436,38705.20729,35709.20459,38030.85717,38881.22306,39117.4845,39441.26105
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,24748.5205,25989.85957,25747.40345,27425.72533,27609.58061,26874.29914,26725.41581,26341.05518,26176.68375,26078.01107,25129.18715,27814.26106,27460.49178,25828.90319,25798.11604,25307.70455,25731.77602,24899.51081,24158.44967,23373.71274,22928.49866,22434.72994,22051.98079,22071.06276,22136.25873,22498.82855,22076.59192,21932.91953,22055.64197,21919.94106,21661.42447,21545.59971,21648.53224,21493.41783,20499.7723,19913.02527,19241.6438,18968.44222,18930.12689,18928.18586,19166.95948,19516.07184,20287.76858,20687.48996,21305.52116,19790.86863,20163.2925,21019.83748,21592.79694,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gabon,GAB,11184.72419,14823.88299,12653.31375,9377.062838,9187.357658,9182.526802,9399.27026,8866.934616,9113.436705,9533.316593,9058.49955,8741.051386,7044.156749,7730.935748,8162.582408,8354.26309,8627.389857,8138.868219,8237.743387,8322.610108,8514.940099,8603.008134,8870.125509,8949.121101,7944.645179,7596.099707,7556.769953,7338.756206,7301.671544,7148.987134,7130.225058,6724.08149,6908.673992,6468.385234,6264.836115,6481.496121,6699.233946,6803.226681,6938.257539,6998.605454,7047.126546,6991.325145,6840.059593,6724.596143,6817.568795,6534.279665,6479.049007,6527.482079,6541.697108,6618.786924
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,648.2801194,674.9740302,676.4554175,696.1849053,664.3537546,682.1444294,680.7632358,652.0666362,696.8494781,694.3026489,662.0081436,662.0023255,651.2450924,653.000031,663.3313099,658.7111653,651.2296154,646.4210319,641.9187385,622.5513188,609.6184914,605.4099248,617.2975977,621.2260582,642.8737051,659.9112376,679.5397559,640.0389321,665.8342223,693.5633145,658.6762854,636.5960269,637.209306,657.6756792,681.4334691,701.0145246,625.4643603,639.1398819,638.5223685,611.879473,619.5363643,615.1933655,628.7772993,658.1278333,682.7976429,670.7586429,689.4932396,710.6869794,727.8387234,752.3360182
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Georgia,GEO,2991.210073,3150.857258,3345.207149,3572.82136,3808.019059,3948.865351,4122.876591,4169.979244,4311.298716,4506.668137,4688.071865,4266.724946,4285.872595,4479.400183,4146.256808,3534.032277,2768.810161,1513.850174,1062.095281,966.4195962,1029.480546,1187.123206,1354.783522,1431.793361,1503.462988,1561.198676,1661.830191,1768.597012,1977.461433,2105.004728,2321.600843,2554.812535,2891.137023,2970.158583,2887.256079,3090.065137,3362.103003,3609.780799,3806.506006,3960.350801,4086.622347,4225.091549,4442.507441,4713.653548,4975.811482,4659.609253,5175.198652,5736.304496,6180.620602,6840.009045
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,20220.02098,21311.94502,22075.21891,22759.1493,23693.26019,23977.26986,24067.48255,23995.26618,24436.54733,25213.38205,25858.05886,26437.41773,26766.96006,27651.03627,28507.16213,29747.69094,31040.29356,31425.6476,30915.87289,31609.11028,31990.79498,32229.47787,32779.28025,33461.31922,34152.00323,35087.08916,35601.36283,35460.41214,35252.97451,35670.48702,36006.85781,37437.39188,38570.91464,38996.14341,36927.19203,38517.43979,40712.65773,40829.03489,40875.02629,41588.07638,41911.01099,42528.06371,43520.18643,43874.0131,44207.63206,42362.64721,43898.77132,44180.42984,44008.13116,44108.70126
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ghana,GHA,986.6130463,924.7792416,918.336702,966.3665463,913.7290231,891.5780494,836.5096603,756.2944996,700.3960458,741.5698742,762.7477837,784.9379237,803.9296102,829.0173876,849.6865792,855.8525071,878.6357041,890.3131748,910.7228978,918.4287227,933.8953117,954.3253879,970.9957394,992.206318,1010.881949,1022.275207,1035.226661,1052.465916,1077.699909,1108.304754,1143.311789,1185.265707,1205.317058,1282.634169,1311.630538,1381.22795,1537.81834,1640.540721,1718.597048,1726.369301,1722.772828,1740.811019,1841.446362,1915.453232,1999.553722,1970.194115,2030.048665,2067.208959,2091.813356,2169.665273
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greece,GRC,13248.92126,13938.5386,14162.99109,14993.68914,15293.93132,15246.9944,14876.1172,14617.23522,14375.69966,14591.86305,14900.08623,14927.76134,14541.86031,15110.41467,15602.97332,15438.7937,15727.47354,15717.04638,15374.86263,15604.03399,15857.41619,16005.95116,16501.03165,16973.82937,17358.4347,18002.90646,18742.42358,19548.36774,20632.2557,21688.1051,21880.52658,23220.53244,23973.69361,23923.88007,22878.13466,21547.72418,19448.2558,17924.66205,17644.87666,17903.52524,17980.72982,18049.929,18352.08845,18769.03896,19216.67596,17486.95133,19232.96833,20595.49526,21139.1917,21654.34431
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greenland,GRL,19619.79418,20747.14969,22714.63915,24179.20627,25149.9887,27005.32597,26758.55572,25327.60842,25901.47397,24280.25812,24931.49685,26551.2406,27705.0621,28883.81815,30528.80156,26805.5497,26823.37838,25544.29926,24303.89829,25604.59569,26416.5165,26772.61381,27117.37329,29169.04658,29570.96234,31623.05915,31914.1711,31483.60748,32787.96804,34961.93561,36681.80559,38828.85249,39896.87536,42527.66685,42899.7442,43481.51611,42994.87909,43655.70047,43338.38392,45545.14294,44536.35497,46561.78314,46597.94525,47012.98604,48170.7897,48169.9407,48709.93398,49679.33654,49929.77554,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Grenada,GRD,..,..,3040.041564,3226.098489,3435.904235,3451.944177,3523.01455,3655.448158,3765.692681,3877.608512,4083.267759,4346.32354,4705.942651,4807.01373,4947.215949,5102.69173,5130.482575,5046.311072,4909.770764,4956.322451,5026.242156,5213.431037,5438.044582,6036.158998,6409.145915,6677.126523,6509.516603,6707.368735,7309.785471,7233.294944,8162.912321,7808.243583,8257.362257,8307.492215,7733.129906,7670.711658,7695.37616,7559.562848,7688.752977,8206.628621,8694.12438,8983.683973,9357.407289,9744.169196,9785.560402,8413.283355,8781.462485,9406.193376,9832.252211,10184.40289
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29576.22168,29685.95317,31483.81419,32520.37296,31242.4629,31385.04752,31941.2706,31988.72294,32644.14841,32665.37875,33404.93176,34044.31904,34755.26911,35165.70146,35373.84831,35850.90255,35731.22037,36830.12644,32884.88526,33239.48463,34627.98628,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guatemala,GTM,2802.064252,2944.830838,3105.807775,3181.468036,3249.096144,3287.024032,3226.259661,3041.616062,2891.73069,2825.720689,2730.14362,2659.141356,2678.488056,2705.899642,2734.556849,2741.538055,2765.882056,2823.672049,2857.296208,2894.431086,2958.34832,2967.993494,3019.287147,3089.975864,3129.120683,3165.932284,3166.203423,3213.268282,3222.154591,3250.203968,3284.809622,3388.149937,3527.778171,3569.928509,3516.192177,3546.625715,3621.373994,3655.573054,3717.304523,3809.61577,3893.505221,3924.778834,3972.740462,4040.212018,4139.12192,4005.838994,4268.628458,4385.148777,4470.707111,4563.095765
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guinea,GIN,494.755008,525.6938233,500.2248666,525.8184573,510.9379037,515.0754982,508.556747,507.4127551,503.2547,499.0997902,511.8855027,514.9488271,518.4607063,536.9351428,544.1252898,548.3715348,540.6227475,540.768238,551.0067427,555.9627823,565.5533597,574.3028658,591.7735302,601.9079931,611.0076858,614.1372351,628.3205549,650.554964,644.0712179,645.1828434,651.3596069,645.4720019,673.6989974,684.7757804,660.7567013,675.7369173,696.1999914,719.5059168,729.8331432,738.2722745,747.3569668,807.236421,867.9075026,899.907328,926.4222195,945.5709034,973.6468901,987.5025015,1016.880948,1049.083938
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,554.5396111,545.7167198,474.0824441,502.5039804,494.9128073,411.2281911,478.3650164,490.6184413,466.4784851,500.948088,513.5785602,501.4416803,507.7799672,522.5685872,545.3406404,569.1696704,585.585514,574.8520026,567.8600729,568.168872,578.3818499,632.1609069,660.5377747,502.8155402,576.3307953,571.0940152,585.8379807,594.0405352,579.0925068,572.5264646,595.9425556,597.2571517,597.4820209,608.9586205,608.2021319,625.9040273,658.9534705,630.668623,634.0954561,623.6101591,645.0668372,663.242608,677.4661313,686.4568198,707.8962024,706.6007834,727.1433956,750.7311453,766.8292254,786.210311
