Sending Country,Receiving Country,Year,Value,Unit,Source,Region
Trinidad and Tobago,Jamaica,2022,4.549712253,USD millions,Central Bank Data,Latin America
Trinidad and Tobago,Mexico,2022,0.060013,USD millions,Central Bank Data,Latin America
Trinidad and Tobago,Panama,2022,0.095163364,USD millions,INEC,Latin America
Turkey,Ecuador,2021,1.84732415,USD millions,Central Bank Data,Latin America
Turkey,Mexico,2022,0.312832,USD millions,Central Bank Data,Latin America
Turkey,Panama,2022,0.353621388,USD millions,INEC,Latin America
Turks and Caicos Islands,Ecuador,2021,0.10900262,USD millions,Central Bank Data,Latin America
Turks and Caicos Islands,Haiti,2019,33.914718740,USD millions,Central Bank Data,Latin America
Turks and Caicos Islands,Jamaica,2022,14.433990492,USD millions,Central Bank Data,Latin America
Turks and Caicos Islands,Mexico,2022,0.103363,USD millions,Central Bank Data,Latin America
Turks and Caicos Islands,Panama,2022,0.242319539,USD millions,INEC,Latin America
Uganda,Ecuador,2021,0.03159125,USD millions,Central Bank Data,Latin America
Uganda,Mexico,2022,0.004288,USD millions,Central Bank Data,Latin America
Uganda,Panama,2022,0.009844711,USD millions,INEC,Latin America
Ukraine,Ecuador,2021,2.35829893,USD millions,Central Bank Data,Latin America
Ukraine,Mexico,2022,0.032432,USD millions,Central Bank Data,Latin America
Ukraine,Panama,2022,0.144711259,USD millions,INEC,Latin America
United Arab Emirates,Colombia,2022,11.972979220,USD millions,Central Bank Data,Latin America
United Arab Emirates,Ecuador,2021,0.88823674,USD millions,Central Bank Data,Latin America
United Arab Emirates,Mexico,2022,1.108801,USD millions,Central Bank Data,Latin America
United Arab Emirates,Panama,2022,0.603113707,USD millions,INEC,Latin America
United Kingdom,Brazil,2022,462.21656999,USD millions,Central Bank Data,Latin America
United Kingdom,Chile,2021,4.480732809,USD millions,Central Bank Data,Latin America
United Kingdom,Colombia,2022,269.797973655,USD millions,Central Bank Data,Latin America
United Kingdom,Ecuador,2021,71.11826076,USD millions,Central Bank Data,Latin America
United Kingdom,Jamaica,2022,287.742154116,USD millions,Central Bank Data,Latin America
United Kingdom,Mexico,2022,134.48142,USD millions,Central Bank Data,Latin America
United Kingdom,Panama,2022,1.773870157,USD millions,INEC,Latin America
United Republic of Tanzania,Ecuador,2021,0.01700022,USD millions,Central Bank Data,Latin America
United Republic of Tanzania,Mexico,2022,0.020896,USD millions,Central Bank Data,Latin America
United States of America,Bolivia,2022,298,USD millions,Central Bank Data,Latin America
United States of America,Brazil,2022,"2,231.74042709",USD millions,Central Bank Data,Latin America
United States of America,Chile,2021,139.514201313,USD millions,Central Bank Data,Latin America
United States of America,Colombia,2022,"5,059.152234664",USD millions,Central Bank Data,Latin America
United States of America,Costa Rica,2022,"8,320.519017729",USD millions,Central Bank Data,Latin America
United States of America,Dominican Republic,2022,"8,320.519017729",USD millions,Central Bank Data,Latin America
United States of America,Ecuador,2021,"4,981.2321893",USD millions,Central Bank Data,Latin America
United States of America,Haiti,2019,"1,775.362862703",USD millions,Central Bank Data,Latin America
United States of America,Honduras,2022,"8,562.962187090",USD millions,Central Bank Data,Latin America
United States of America,Jamaica,2022,"2,085.613553975",USD millions,Central Bank Data,Latin America
United States of America,Mexico,2022,"55,864.008664",USD millions,Central Bank Data,Latin America
United States of America,Nicaragua,2022,"2,157",USD millions,Central Bank Data,Latin America
United States of America,Panama,2022,339.229475464,USD millions,INEC,Latin America
United States of America,Paraguay,2022,98.476961780,USD millions,Central Bank Data,Latin America
United States of America,Suriname,2022,17.256844373,USD millions,Central Bank Data,Latin America
United States Virgin Islands,Mexico,2022,0.104929,USD millions,Central Bank Data,Latin America
United States Virgin Islands,Panama,2022,0.003401734,USD millions,INEC,Latin America
Uruguay,Ecuador,2021,3.54366772,USD millions,Central Bank Data,Latin America
Uruguay,Mexico,2022,10.319234,USD millions,Central Bank Data,Latin America
Uruguay,Panama,2022,2.251356191,USD millions,INEC,Latin America
Uzbekistan,Ecuador,2021,0.22429882,USD millions,Central Bank Data,Latin America
Uzbekistan,Mexico,2022,0.079288,USD millions,Central Bank Data,Latin America
Vanuatu,Ecuador,2021,0.0176409,USD millions,Central Bank Data,Latin America
Venezuela,Colombia,2022,14.716649206,USD millions,Central Bank Data,Latin America
Venezuela,Ecuador,2021,1.69592466,USD millions,Central Bank Data,Latin America
Venezuela,Mexico,2022,0.31243,USD millions,Central Bank Data,Latin America
Venezuela,Panama,2022,0.201066621,USD millions,INEC,Latin America
Viet Nam,Mexico,2022,0.001074,USD millions,Central Bank Data,Latin America
Viet Nam,Panama,2022,0.0007246,USD millions,INEC,Latin America
Yemen,Ecuador,2021,0.25918,USD millions,Central Bank Data,Latin America
Yemen,Mexico,2022,0.005701,USD millions,Central Bank Data,Latin America
Zambia,Ecuador,2021,0.01060072,USD millions,Central Bank Data,Latin America
Zambia,Mexico,2022,0.00067,USD millions,Central Bank Data,Latin America
Zimbabwe,Ecuador,2021,0.001468,USD millions,Central Bank Data,Latin America
Zimbabwe,Mexico,2022,0.000329,USD millions,Central Bank Data,Latin America
Russian Federation,Armenia,2018,1049.5639099999999,USD millions,Roland Kpodar (IMF),Asia
Russian Federation,Armenia,2019,1055.640041,USD millions,Roland Kpodar (IMF),Asia
Russian Federation,Armenia,2020,824.360442,USD millions,Roland Kpodar (IMF),Asia
United States,Armenia,2018,223.97581,USD millions,Roland Kpodar (IMF),Asia
United States,Armenia,2019,280.91130599999997,USD millions,Roland Kpodar (IMF),Asia
United States,Armenia,2020,458.719932,USD millions,Roland Kpodar (IMF),Asia
Angola,Brazil,2018,8.5,USD millions,Roland Kpodar (IMF),Latin America
Angola,Brazil,2019,9.0,USD millions,Roland Kpodar (IMF),Latin America
Angola,Brazil,2020,6.5,USD millions,Roland Kpodar (IMF),Latin America
Bolivia,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Bolivia,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Bolivia,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Canada,Brazil,2018,48.1,USD millions,Roland Kpodar (IMF),Latin America
Canada,Brazil,2019,45.5,USD millions,Roland Kpodar (IMF),Latin America
Canada,Brazil,2020,48.6,USD millions,Roland Kpodar (IMF),Latin America
China,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
China,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
China,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
France,Brazil,2018,71.2,USD millions,Roland Kpodar (IMF),Latin America
France,Brazil,2019,82.1,USD millions,Roland Kpodar (IMF),Latin America
France,Brazil,2020,74.0,USD millions,Roland Kpodar (IMF),Latin America
Germany,Brazil,2018,70.7,USD millions,Roland Kpodar (IMF),Latin America
Germany,Brazil,2019,63.1,USD millions,Roland Kpodar (IMF),Latin America
Germany,Brazil,2020,60.0,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Italy,Brazil,2018,82.6,USD millions,Roland Kpodar (IMF),Latin America
Italy,Brazil,2019,83.5,USD millions,Roland Kpodar (IMF),Latin America
Italy,Brazil,2020,84.7,USD millions,Roland Kpodar (IMF),Latin America
Japan,Brazil,2018,100.6,USD millions,Roland Kpodar (IMF),Latin America
Japan,Brazil,2019,100.4,USD millions,Roland Kpodar (IMF),Latin America
Japan,Brazil,2020,97.6,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Brazil,2018,15.9,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Brazil,2019,16.1,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Brazil,2020,13.8,USD millions,Roland Kpodar (IMF),Latin America
Peru,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Peru,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Peru,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Portugal,Brazil,2018,198.3,USD millions,Roland Kpodar (IMF),Latin America
Portugal,Brazil,2019,236.9,USD millions,Roland Kpodar (IMF),Latin America
Portugal,Brazil,2020,214.0,USD millions,Roland Kpodar (IMF),Latin America
Spain,Brazil,2018,106.9,USD millions,Roland Kpodar (IMF),Latin America
Spain,Brazil,2019,103.6,USD millions,Roland Kpodar (IMF),Latin America
Spain,Brazil,2020,123.1,USD millions,Roland Kpodar (IMF),Latin America
Switzerland,Brazil,2018,94.5,USD millions,Roland Kpodar (IMF),Latin America
Switzerland,Brazil,2019,180.8,USD millions,Roland Kpodar (IMF),Latin America
Switzerland,Brazil,2020,93.1,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Brazil,2018,350.0,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Brazil,2019,382.5,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Brazil,2020,642.3,USD millions,Roland Kpodar (IMF),Latin America
United States,Brazil,2018,1077.2,USD millions,Roland Kpodar (IMF),Latin America
United States,Brazil,2019,1229.6,USD millions,Roland Kpodar (IMF),Latin America
United States,Brazil,2020,1560.0,USD millions,Roland Kpodar (IMF),Latin America
Angola,Cabo Verde,2018,0.956092835,USD millions,Roland Kpodar (IMF),Africa
Angola,Cabo Verde,2019,1.020664031,USD millions,Roland Kpodar (IMF),Africa
Angola,Cabo Verde,2020,0.48622965100000004,USD millions,Roland Kpodar (IMF),Africa
Benin,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Benin,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Benin,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
China,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
China,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
China,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
France,Cabo Verde,2018,46.7072152,USD millions,Roland Kpodar (IMF),Africa
France,Cabo Verde,2019,49.028397,USD millions,Roland Kpodar (IMF),Africa
France,Cabo Verde,2020,35.1829128,USD millions,Roland Kpodar (IMF),Africa
Germany,Cabo Verde,2018,1.503062202,USD millions,Roland Kpodar (IMF),Africa
Germany,Cabo Verde,2019,1.571663124,USD millions,Roland Kpodar (IMF),Africa
Germany,Cabo Verde,2020,1.471967644,USD millions,Roland Kpodar (IMF),Africa
Guinea,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea-Bissau,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea-Bissau,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea-Bissau,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Italy,Cabo Verde,2018,9.69290124,USD millions,Roland Kpodar (IMF),Africa
Italy,Cabo Verde,2019,8.93684299,USD millions,Roland Kpodar (IMF),Africa
Italy,Cabo Verde,2020,6.18411974,USD millions,Roland Kpodar (IMF),Africa
Luxembourg,Cabo Verde,2018,8.13741094,USD millions,Roland Kpodar (IMF),Africa
Luxembourg,Cabo Verde,2019,7.63617666,USD millions,Roland Kpodar (IMF),Africa
Luxembourg,Cabo Verde,2020,5.82381398,USD millions,Roland Kpodar (IMF),Africa
Netherlands,Cabo Verde,2018,11.45648265,USD millions,Roland Kpodar (IMF),Africa
Netherlands,Cabo Verde,2019,10.33033404,USD millions,Roland Kpodar (IMF),Africa
Netherlands,Cabo Verde,2020,8.012699,USD millions,Roland Kpodar (IMF),Africa
Nigeria,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Nigeria,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Nigeria,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Portugal,Cabo Verde,2018,56.8273037,USD millions,Roland Kpodar (IMF),Africa
Portugal,Cabo Verde,2019,57.6096665,USD millions,Roland Kpodar (IMF),Africa
Portugal,Cabo Verde,2020,35.5701004,USD millions,Roland Kpodar (IMF),Africa
Senegal,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Senegal,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Senegal,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Spain,Cabo Verde,2018,4.36255919,USD millions,Roland Kpodar (IMF),Africa
Spain,Cabo Verde,2019,4.05901403,USD millions,Roland Kpodar (IMF),Africa
Spain,Cabo Verde,2020,2.79877281,USD millions,Roland Kpodar (IMF),Africa
Switzerland,Cabo Verde,2018,5.76032377,USD millions,Roland Kpodar (IMF),Africa
Switzerland,Cabo Verde,2019,5.11582994,USD millions,Roland Kpodar (IMF),Africa
Switzerland,Cabo Verde,2020,3.99898611,USD millions,Roland Kpodar (IMF),Africa
United Kingdom,Cabo Verde,2018,2.17367128,USD millions,Roland Kpodar (IMF),Africa
United Kingdom,Cabo Verde,2019,2.41836617,USD millions,Roland Kpodar (IMF),Africa
United Kingdom,Cabo Verde,2020,1.93368853,USD millions,Roland Kpodar (IMF),Africa
United States,Cabo Verde,2018,40.4978665,USD millions,Roland Kpodar (IMF),Africa
United States,Cabo Verde,2019,45.618553,USD millions,Roland Kpodar (IMF),Africa
United States,Cabo Verde,2020,45.5962567,USD millions,Roland Kpodar (IMF),Africa
Canada,Dominican Republic,2018,40.9126012,USD millions,Roland Kpodar (IMF),North America
Canada,Dominican Republic,2019,41.9582066,USD millions,Roland Kpodar (IMF),North America
Canada,Dominican Republic,2020,45.5174483,USD millions,Roland Kpodar (IMF),North America
France,Dominican Republic,2018,36.366756699999996,USD millions,Roland Kpodar (IMF),North America
France,Dominican Republic,2019,40.410600099999996,USD millions,Roland Kpodar (IMF),North America
France,Dominican Republic,2020,35.0454333,USD millions,Roland Kpodar (IMF),North America
Germany,Dominican Republic,2018,39.6137889,USD millions,Roland Kpodar (IMF),North America
Germany,Dominican Republic,2019,42.8388621,USD millions,Roland Kpodar (IMF),North America
Germany,Dominican Republic,2020,38.379867,USD millions,Roland Kpodar (IMF),North America
Haiti,Dominican Republic,2018,94.1639236,USD millions,Roland Kpodar (IMF),North America
Haiti,Dominican Republic,2019,105.36639600000001,USD millions,Roland Kpodar (IMF),North America
Haiti,Dominican Republic,2020,91.2733724,USD millions,Roland Kpodar (IMF),North America
Italy,Dominican Republic,2018,84.4228274,USD millions,Roland Kpodar (IMF),North America
Italy,Dominican Republic,2019,82.5274129,USD millions,Roland Kpodar (IMF),North America
Italy,Dominican Republic,2020,75.6954868,USD millions,Roland Kpodar (IMF),North America
Panama,Dominican Republic,2018,41.5620077,USD millions,Roland Kpodar (IMF),North America
Panama,Dominican Republic,2019,39.1773186,USD millions,Roland Kpodar (IMF),North America
Panama,Dominican Republic,2020,23.1716724,USD millions,Roland Kpodar (IMF),North America
Puerto Rico,Dominican Republic,2018,70.1358869,USD millions,Roland Kpodar (IMF),North America
Puerto Rico,Dominican Republic,2019,64.2654454,USD millions,Roland Kpodar (IMF),North America
Puerto Rico,Dominican Republic,2020,78.8753861,USD millions,Roland Kpodar (IMF),North America
Spain,Dominican Republic,2018,685.123716,USD millions,Roland Kpodar (IMF),North America
Spain,Dominican Republic,2019,719.793881,USD millions,Roland Kpodar (IMF),North America
Spain,Dominican Republic,2020,657.910451,USD millions,Roland Kpodar (IMF),North America
Switzerland,Dominican Republic,2018,64.9406372,USD millions,Roland Kpodar (IMF),North America
Switzerland,Dominican Republic,2019,63.6567076,USD millions,Roland Kpodar (IMF),North America
Switzerland,Dominican Republic,2020,57.3789982,USD millions,Roland Kpodar (IMF),North America
United States,Dominican Republic,2018,5027.05475,USD millions,Roland Kpodar (IMF),North America
United States,Dominican Republic,2019,5430.97348,USD millions,Roland Kpodar (IMF),North America
United States,Dominican Republic,2020,6800.21021,USD millions,Roland Kpodar (IMF),North America
Afghanistan,Georgia,2018,0.187015,USD millions,Roland Kpodar (IMF),Asia
Afghanistan,Georgia,2019,0.27566599999999997,USD millions,Roland Kpodar (IMF),Asia
Afghanistan,Georgia,2020,0.215089,USD millions,Roland Kpodar (IMF),Asia
Albania,Georgia,2018,0.297213,USD millions,Roland Kpodar (IMF),Asia
Albania,Georgia,2019,0.200394,USD millions,Roland Kpodar (IMF),Asia
Albania,Georgia,2020,0.163105,USD millions,Roland Kpodar (IMF),Asia
Algeria,Georgia,2018,0.002479,USD millions,Roland Kpodar (IMF),Asia
Algeria,Georgia,2019,0.001374,USD millions,Roland Kpodar (IMF),Asia
Algeria,Georgia,2020,0.00123,USD millions,Roland Kpodar (IMF),Asia
American Samoa,Georgia,2018,0.094389,USD millions,Roland Kpodar (IMF),Asia
American Samoa,Georgia,2019,0.066094,USD millions,Roland Kpodar (IMF),Asia
American Samoa,Georgia,2020,0.128189,USD millions,Roland Kpodar (IMF),Asia
Andorra,Georgia,2018,0.009276,USD millions,Roland Kpodar (IMF),Asia
Andorra,Georgia,2019,0.003395,USD millions,Roland Kpodar (IMF),Asia
Andorra,Georgia,2020,0.002124,USD millions,Roland Kpodar (IMF),Asia
Angola,Georgia,2018,0.0001,USD millions,Roland Kpodar (IMF),Asia
Angola,Georgia,2019,0.00075,USD millions,Roland Kpodar (IMF),Asia
Angola,Georgia,2020,0.002595,USD millions,Roland Kpodar (IMF),Asia
Antigua and Barbuda,Georgia,2018,0.005844,USD millions,Roland Kpodar (IMF),Asia
Antigua and Barbuda,Georgia,2019,0.00204,USD millions,Roland Kpodar (IMF),Asia
Antigua and Barbuda,Georgia,2020,0.001477,USD millions,Roland Kpodar (IMF),Asia
Argentina,Georgia,2018,0.065138,USD millions,Roland Kpodar (IMF),Asia
Argentina,Georgia,2019,0.029585,USD millions,Roland Kpodar (IMF),Asia
Argentina,Georgia,2020,0.027647,USD millions,Roland Kpodar (IMF),Asia
Armenia,Georgia,2018,9.114581,USD millions,Roland Kpodar (IMF),Asia
Armenia,Georgia,2019,13.268666,USD millions,Roland Kpodar (IMF),Asia
Armenia,Georgia,2020,11.782607,USD millions,Roland Kpodar (IMF),Asia
Aruba,Georgia,2018,0.006657,USD millions,Roland Kpodar (IMF),Asia
Aruba,Georgia,2019,0.0032519999999999997,USD millions,Roland Kpodar (IMF),Asia
Aruba,Georgia,2020,0.002816,USD millions,Roland Kpodar (IMF),Asia
Australia,Georgia,2018,3.427963,USD millions,Roland Kpodar (IMF),Asia
Australia,Georgia,2019,3.076321,USD millions,Roland Kpodar (IMF),Asia
Australia,Georgia,2020,3.27774,USD millions,Roland Kpodar (IMF),Asia
Austria,Georgia,2018,2.711245,USD millions,Roland Kpodar (IMF),Asia
Austria,Georgia,2019,2.576429,USD millions,Roland Kpodar (IMF),Asia
Austria,Georgia,2020,3.364861,USD millions,Roland Kpodar (IMF),Asia
Azerbaijan,Georgia,2018,20.449519000000002,USD millions,Roland Kpodar (IMF),Asia
Azerbaijan,Georgia,2019,22.169189,USD millions,Roland Kpodar (IMF),Asia
Azerbaijan,Georgia,2020,53.883406,USD millions,Roland Kpodar (IMF),Asia
Bahamas. The,Georgia,2018,0.019292,USD millions,Roland Kpodar (IMF),Asia
Bahamas. The,Georgia,2019,0.021776,USD millions,Roland Kpodar (IMF),Asia
Bahamas. The,Georgia,2020,0.019667,USD millions,Roland Kpodar (IMF),Asia
Bahrain,Georgia,2018,0.49534300000000003,USD millions,Roland Kpodar (IMF),Asia
Bahrain,Georgia,2019,0.748005,USD millions,Roland Kpodar (IMF),Asia
Bahrain,Georgia,2020,0.677171,USD millions,Roland Kpodar (IMF),Asia
Bangladesh,Georgia,2018,0.006573000000000001,USD millions,Roland Kpodar (IMF),Asia
Bangladesh,Georgia,2019,0.001068,USD millions,Roland Kpodar (IMF),Asia
Bangladesh,Georgia,2020,0.002538,USD millions,Roland Kpodar (IMF),Asia
Barbados,Georgia,2018,0.005619,USD millions,Roland Kpodar (IMF),Asia
Barbados,Georgia,2019,0.0054,USD millions,Roland Kpodar (IMF),Asia
Barbados,Georgia,2020,0.0007440000000000001,USD millions,Roland Kpodar (IMF),Asia
Belarus,Georgia,2018,4.389653,USD millions,Roland Kpodar (IMF),Asia
Belarus,Georgia,2019,4.326377,USD millions,Roland Kpodar (IMF),Asia
Belarus,Georgia,2020,4.78484,USD millions,Roland Kpodar (IMF),Asia
Belgium,Georgia,2018,5.140785,USD millions,Roland Kpodar (IMF),Asia
Belgium,Georgia,2019,5.469601,USD millions,Roland Kpodar (IMF),Asia
Belgium,Georgia,2020,6.21405,USD millions,Roland Kpodar (IMF),Asia
Belize,Georgia,2018,0.006458,USD millions,Roland Kpodar (IMF),Asia
Belize,Georgia,2019,0.00282,USD millions,Roland Kpodar (IMF),Asia
Belize,Georgia,2020,0.001516,USD millions,Roland Kpodar (IMF),Asia
Benin,Georgia,2018,0.006105,USD millions,Roland Kpodar (IMF),Asia
Benin,Georgia,2019,0.044298,USD millions,Roland Kpodar (IMF),Asia
Benin,Georgia,2020,0.001171,USD millions,Roland Kpodar (IMF),Asia
Bermuda,Georgia,2018,0.002396,USD millions,Roland Kpodar (IMF),Asia
Bermuda,Georgia,2019,0.00287,USD millions,Roland Kpodar (IMF),Asia
Bermuda,Georgia,2020,0.0209,USD millions,Roland Kpodar (IMF),Asia
Bhutan,Georgia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Bhutan,Georgia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Bhutan,Georgia,2020,0.000344,USD millions,Roland Kpodar (IMF),Asia
Bolivia,Georgia,2018,0.03267,USD millions,Roland Kpodar (IMF),Asia
Bolivia,Georgia,2019,0.013815,USD millions,Roland Kpodar (IMF),Asia
Bolivia,Georgia,2020,0.004818,USD millions,Roland Kpodar (IMF),Asia
Bosnia and Herzegovina,Georgia,2018,0.016746999999999998,USD millions,Roland Kpodar (IMF),Asia
Bosnia and Herzegovina,Georgia,2019,0.015839,USD millions,Roland Kpodar (IMF),Asia
Bosnia and Herzegovina,Georgia,2020,0.029248,USD millions,Roland Kpodar (IMF),Asia
Botswana,Georgia,2018,0.000297,USD millions,Roland Kpodar (IMF),Asia
Botswana,Georgia,2019,0.00082,USD millions,Roland Kpodar (IMF),Asia
Botswana,Georgia,2020,0.0007,USD millions,Roland Kpodar (IMF),Asia
Brazil,Georgia,2018,0.075707,USD millions,Roland Kpodar (IMF),Asia
Brazil,Georgia,2019,0.11081,USD millions,Roland Kpodar (IMF),Asia
Brazil,Georgia,2020,0.083471,USD millions,Roland Kpodar (IMF),Asia
British Virgin Islands,Georgia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
British Virgin Islands,Georgia,2019,0.007355,USD millions,Roland Kpodar (IMF),Asia
British Virgin Islands,Georgia,2020,0.002719,USD millions,Roland Kpodar (IMF),Asia
Brunei Darussalam,Georgia,2018,0.055045000000000004,USD millions,Roland Kpodar (IMF),Asia
Brunei Darussalam,Georgia,2019,0.029285,USD millions,Roland Kpodar (IMF),Asia
Brunei Darussalam,Georgia,2020,0.016765,USD millions,Roland Kpodar (IMF),Asia
Bulgaria,Georgia,2018,0.632551,USD millions,Roland Kpodar (IMF),Asia
Bulgaria,Georgia,2019,0.592698,USD millions,Roland Kpodar (IMF),Asia
Bulgaria,Georgia,2020,0.770101,USD millions,Roland Kpodar (IMF),Asia
Burkina Faso,Georgia,2018,0.00283,USD millions,Roland Kpodar (IMF),Asia
Burkina Faso,Georgia,2019,0.001496,USD millions,Roland Kpodar (IMF),Asia
Burkina Faso,Georgia,2020,0.003593,USD millions,Roland Kpodar (IMF),Asia
Burundi,Georgia,2018,0.024692000000000002,USD millions,Roland Kpodar (IMF),Asia
Burundi,Georgia,2019,0.003457,USD millions,Roland Kpodar (IMF),Asia
Burundi,Georgia,2020,0.00168,USD millions,Roland Kpodar (IMF),Asia
Cabo Verde,Georgia,2018,0.001066,USD millions,Roland Kpodar (IMF),Asia
Cabo Verde,Georgia,2019,0.0123,USD millions,Roland Kpodar (IMF),Asia
Cabo Verde,Georgia,2020,0.000808,USD millions,Roland Kpodar (IMF),Asia
Cambodia,Georgia,2018,0.009136,USD millions,Roland Kpodar (IMF),Asia
Cambodia,Georgia,2019,0.03963,USD millions,Roland Kpodar (IMF),Asia
Cambodia,Georgia,2020,0.016211,USD millions,Roland Kpodar (IMF),Asia
Cameroon,Georgia,2018,0.061839,USD millions,Roland Kpodar (IMF),Asia
Cameroon,Georgia,2019,0.063988,USD millions,Roland Kpodar (IMF),Asia
Cameroon,Georgia,2020,0.096775,USD millions,Roland Kpodar (IMF),Asia
Canada,Georgia,2018,13.131810999999999,USD millions,Roland Kpodar (IMF),Asia
Canada,Georgia,2019,14.212254,USD millions,Roland Kpodar (IMF),Asia
Canada,Georgia,2020,17.868684,USD millions,Roland Kpodar (IMF),Asia
Cayman Islands,Georgia,2018,0.014158,USD millions,Roland Kpodar (IMF),Asia
Cayman Islands,Georgia,2019,0.001612,USD millions,Roland Kpodar (IMF),Asia
Cayman Islands,Georgia,2020,0.000206,USD millions,Roland Kpodar (IMF),Asia
Central African Republic,Georgia,2018,0.011687,USD millions,Roland Kpodar (IMF),Asia
Central African Republic,Georgia,2019,0.011519,USD millions,Roland Kpodar (IMF),Asia
Central African Republic,Georgia,2020,0.011722999999999999,USD millions,Roland Kpodar (IMF),Asia
Chad,Georgia,2018,0.0003,USD millions,Roland Kpodar (IMF),Asia
Chad,Georgia,2019,0.0023,USD millions,Roland Kpodar (IMF),Asia
Chad,Georgia,2020,0.019672,USD millions,Roland Kpodar (IMF),Asia
Chile,Georgia,2018,0.036166000000000004,USD millions,Roland Kpodar (IMF),Asia
Chile,Georgia,2019,0.034416,USD millions,Roland Kpodar (IMF),Asia
Chile,Georgia,2020,0.010047,USD millions,Roland Kpodar (IMF),Asia
China,Georgia,2018,3.020271,USD millions,Roland Kpodar (IMF),Asia
China,Georgia,2019,1.26923,USD millions,Roland Kpodar (IMF),Asia
China,Georgia,2020,1.37889,USD millions,Roland Kpodar (IMF),Asia
Colombia,Georgia,2018,0.02146,USD millions,Roland Kpodar (IMF),Asia
Colombia,Georgia,2019,0.017332,USD millions,Roland Kpodar (IMF),Asia
Colombia,Georgia,2020,0.039413000000000004,USD millions,Roland Kpodar (IMF),Asia
Comoros,Georgia,2018,0.000344,USD millions,Roland Kpodar (IMF),Asia
Comoros,Georgia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Comoros,Georgia,2020,0.002789,USD millions,Roland Kpodar (IMF),Asia
Congo. Dem. Rep.,Georgia,2018,0.169804,USD millions,Roland Kpodar (IMF),Asia
Congo. Dem. Rep.,Georgia,2019,0.175339,USD millions,Roland Kpodar (IMF),Asia
Congo. Dem. Rep.,Georgia,2020,0.163376,USD millions,Roland Kpodar (IMF),Asia
Congo. Rep.,Georgia,2018,0.123072,USD millions,Roland Kpodar (IMF),Asia
Congo. Rep.,Georgia,2019,0.249174,USD millions,Roland Kpodar (IMF),Asia
Congo. Rep.,Georgia,2020,0.10960800000000001,USD millions,Roland Kpodar (IMF),Asia
Costa Rica,Georgia,2018,0.003666,USD millions,Roland Kpodar (IMF),Asia
Costa Rica,Georgia,2019,0.005431999999999999,USD millions,Roland Kpodar (IMF),Asia
